num_links,num_words,has_offer,sender_score,all_caps,is_spam
0,147,1,0.914505069,1,1
4,74,0,0.878378288,0,0
2,190,1,0.718173221,0,0
3,199,1,0.756184998,0,1
0,58,1,0.819720977,0,0
1,96,1,0.698179887,0,0
2,166,0,0.536460102,0,0
2,183,1,0.603417519,0,0
1,199,1,0.455884656,0,0
1,63,0,0.885081687,0,0
1,65,0,0.779580655,0,0
2,116,0,0.615384818,0,0
3,187,0,0.555027773,0,0
3,99,1,0.747264373,0,0
1,166,1,0.417403824,0,0
1,63,0,0.486264575,0,0
1,113,1,0.696082699,0,0
3,167,0,1,0,0
3,63,1,0.790478819,0,1
2,190,0,0.73705984,0,0
1,130,1,0.465843646,0,0
0,26,1,0.513393327,0,0
1,61,1,0.971262443,0,0
1,81,1,0.607621551,1,1
1,21,0,0.714130863,0,0
2,96,0,0.818361865,0,0
3,65,1,0.615990746,0,1
3,57,0,0.598460934,0,0
1,114,1,0.355044032,0,0
2,148,0,0.456838712,0,0
1,194,0,0.817364205,0,0
2,126,0,0.612292238,0,0
0,160,0,0.833699421,0,0
1,79,0,0.383042162,0,0
0,74,1,0.862265164,0,0
1,126,0,0.69206905,0,0
1,50,0,0.40586735,1,0
1,116,1,0.92583813,0,0
0,161,0,0.418667964,0,0
2,105,0,0.915460255,0,0
1,152,1,0.693537004,0,0
3,138,1,0.521266788,1,1
0,184,0,1,1,0
1,115,0,0.781045923,0,0
4,22,1,0.942946511,0,1
1,158,0,0.786518426,0,0
0,61,1,0.656711221,0,0
1,185,1,0.525851409,1,1
1,171,1,0.663760087,0,0
2,156,1,0.73268398,0,0
2,160,0,0.863323059,0,0
3,105,0,0.62137177,0,0
3,165,0,0.80270887,0,0
2,29,0,1,1,0
1,159,0,0.731641565,0,0
3,66,0,0.30818669,0,1
1,102,0,0.709700838,0,0
1,136,0,0.681060655,0,0
1,29,0,0.674730506,0,0
1,148,0,0.380866417,0,0
1,90,0,0.755293512,0,0
0,138,1,0.593622047,0,0
3,138,1,0.678893782,0,1
3,158,1,0.889600756,1,1
3,146,1,0.537694891,0,1
2,23,0,0.679521151,0,0
1,105,1,0.659547671,0,0
1,29,1,0.666845528,0,0
1,152,0,0.611251785,1,0
2,143,1,0.622013321,0,0
0,95,0,1,0,0
0,177,0,0.615425509,0,0
2,76,0,0.754143838,0,0
0,180,1,0.720991707,0,0
4,184,0,0.714569941,0,0
0,101,0,0.796047414,0,0
0,42,0,0.573408179,0,0
1,89,1,0.980283368,0,0
1,26,0,0.515989141,0,0
4,38,1,0.667093499,0,1
1,162,0,0.46268751,0,0
1,136,0,0.879407941,0,0
2,105,0,0.515763527,0,0
1,179,0,0.851139986,0,0
5,98,1,0.752979611,0,1
3,78,0,0.735237771,0,0
4,89,0,0.923248229,0,0
2,25,0,0.579097926,0,0
1,95,0,0.99339892,0,0
1,151,1,0.623205037,0,0
2,138,0,0.78634193,0,0
1,89,0,0.66132467,0,0
2,134,1,0.823447671,0,0
2,120,1,0.499457391,0,0
1,161,0,0.721422915,0,0
1,130,0,0.703643846,0,0
1,102,0,0.787213348,0,0
3,26,0,0.781094585,0,0
1,80,1,0.527885884,0,0
2,127,0,0.96124402,0,0
3,91,0,0.688492212,0,0
1,175,1,0.846099736,0,0
0,118,0,0.447823604,0,0
3,72,1,0.617067003,0,1
2,102,0,0.915722003,0,0
1,191,0,1,0,0
2,47,0,0.784865959,1,0
0,65,0,0.682382671,0,0
0,196,0,0.487547602,0,0
0,142,0,0.85945768,0,0
2,174,0,0.761304895,0,0
0,186,0,0.229348661,0,0
2,103,0,0.353442068,0,0
1,46,1,0.770053222,0,0
1,54,0,0.533561878,0,0
3,66,1,0.492085926,0,1
1,71,1,0.679190169,0,0
1,88,1,0.768640701,0,0
0,60,1,0.986087433,0,0
4,69,0,0.536516592,0,0
0,64,0,0.78716174,0,0
4,39,0,0.494678272,1,1
1,139,0,0.600969285,0,0
2,55,0,0.737778486,0,0
1,110,0,0.67047046,0,0
1,89,0,0.426766656,0,0
1,171,1,0.802691123,0,0
1,183,0,0.848247864,0,0
1,152,0,1,0,0
1,167,0,0.744382748,0,0
0,124,0,0.734747276,0,0
3,187,1,0.760652327,0,1
1,117,0,0.427167458,1,0
0,122,0,0.440870453,0,0
3,143,1,0.683477984,0,1
1,197,0,0.240597008,0,0
2,93,1,0.473856103,0,0
1,182,0,0.600485133,1,0
2,83,0,0.90176236,0,0
1,184,0,0.751870434,0,0
2,64,1,0.396414575,0,0
4,57,1,0.691945279,0,1
0,129,1,0.81668817,0,0
1,120,0,0.842835192,0,0
0,104,1,0.909101946,0,0
0,174,0,0.939610543,0,0
2,92,0,0.813980677,0,0
0,22,0,0.797418758,0,0
1,78,1,0.746510909,0,0
0,119,0,0.86847613,0,0
0,49,1,0.542430904,1,1
3,35,1,0.659116477,0,1
3,48,0,0.560123891,0,1
1,119,0,0.786709587,0,0
3,43,1,0.648230568,0,1
1,26,0,0.902687791,0,0
5,196,0,0.710447345,0,0
1,120,0,0.91270405,1,0
3,65,0,0.277763787,0,1
1,67,0,0.556035215,0,0
2,121,1,0.887633837,0,0
1,172,0,0.70406475,0,0
2,62,0,0.911174996,0,0
0,74,0,0.750180499,0,0
2,181,0,0.513229246,0,0
1,84,1,1,1,0
1,175,0,0.567310353,0,0
2,60,0,0.550871877,0,0
1,176,0,0.863937847,0,0
2,179,1,0.517719873,0,0
0,53,0,0.441358258,0,0
0,78,1,0.546468263,0,0
2,199,1,0.864032958,0,0
1,82,1,1,0,0
1,173,0,0.70097713,0,0
4,31,0,0.555170304,1,0
2,41,0,0.946921034,0,0
1,75,0,0.576942979,0,0
1,25,1,0.611172064,0,0
1,55,0,0.783317221,0,0
2,145,0,0.928220163,0,0
1,78,1,0.714103951,0,0
3,87,0,0.629056818,0,0
0,71,0,1,0,0
0,139,1,0.565861608,0,0
4,96,0,0.588053362,0,0
2,99,1,0.622336025,0,0
2,126,0,0.810227872,0,0
1,198,0,0.606576673,0,0
3,109,0,0.86345131,0,0
3,116,0,0.689640021,1,0
2,87,0,0.636188028,0,0
0,173,0,0.587601377,0,0
0,92,0,0.694973595,0,0
0,60,0,0.789423774,0,0
1,152,1,0.692973415,1,1
0,185,1,0.746503803,0,0
2,135,0,0.544967742,1,0
0,112,0,0.55680307,0,0
4,121,1,0.699047153,0,1
0,123,0,0.723915962,0,0
0,111,0,0.709555805,0,0
0,38,1,0.581936794,0,0
2,137,0,0.714575767,0,0
0,84,0,0.705082794,0,0
2,88,0,0.675768041,0,0
1,72,1,0.569559895,0,0
2,166,0,0.80385027,0,0
1,85,0,0.69763196,0,0
2,195,0,0.549949428,0,0
3,85,0,0.675003383,1,1
0,37,0,0.58344881,0,0
3,99,0,0.700631234,0,0
3,58,1,0.985652507,1,1
2,146,1,0.729574164,0,0
1,70,1,0.740295061,0,0
1,146,0,0.984864802,0,0
3,170,0,0.754214368,1,1
2,180,0,0.786746478,0,0
1,117,0,0.728866068,0,0
2,173,1,0.623052916,0,0
0,164,0,0.789617592,0,0
0,97,1,1,1,0
3,190,0,0.435831148,0,0
1,67,0,0.608558894,0,0
2,101,0,0.529400392,0,0
1,167,0,0.5517466,1,0
1,182,0,0.944687382,0,0
1,52,0,0.668353141,0,0
4,100,0,0.844593364,0,0
0,118,0,0.566593711,0,0
1,21,0,0.571030702,0,0
3,181,0,0.4964624,0,0
0,95,1,0.989008548,0,0
1,109,0,0.855021944,0,0
1,145,0,0.489898033,0,0
0,179,0,0.928453621,0,0
3,40,0,0.648099994,0,0
0,24,1,0.790643593,1,1
2,47,1,0.709402328,0,0
0,106,0,0.412675635,0,0
2,67,0,0.534451344,1,0
1,115,0,0.970788822,0,0
3,118,0,0.887859958,0,0
3,89,0,0.495668167,0,0
2,102,1,0.741596845,0,0
3,187,0,0.657070542,0,0
2,25,0,0.928390823,0,0
1,161,0,0.659024654,0,0
0,138,1,0.546367004,1,0
2,144,1,0.847417713,0,0
0,86,0,0.937820909,0,0
1,158,0,0.778708257,0,0
0,186,0,0.814420463,0,0
0,188,1,0.460964879,0,0
4,43,0,0.444416454,0,0
2,190,1,0.430000471,0,0
0,128,0,0.910158699,0,0
3,114,1,0.622553457,0,1
0,173,0,0.865260039,0,0
1,48,0,0.579948993,0,0
2,21,0,0.697091324,0,0
2,49,0,0.538863017,0,0
1,130,1,0.634486031,0,0
4,93,0,0.358083923,0,0
1,95,0,0.636470642,0,0
2,137,1,0.618811045,0,0
3,38,1,0.361018398,0,1
0,73,0,0.784957819,0,0
2,139,0,0.814856583,0,0
1,170,1,0.567591979,1,1
1,114,0,0.458952702,0,0
1,52,0,1,0,0
1,85,0,0.75123253,0,0
2,158,0,0.22399634,0,0
2,109,0,0.614334585,0,0
1,165,1,0.569681056,0,0
2,84,1,0.554910813,0,0
3,179,1,0.91843723,1,1
2,151,1,0.750590871,0,0
2,105,1,0.827061631,0,0
3,55,0,0.672418775,0,0
1,133,1,0.870670304,0,0
1,180,0,0.625339321,0,0
2,161,0,0.746569244,1,0
0,195,1,0.797460547,1,1
2,56,0,0.575414396,0,0
0,152,1,0.28067976,0,0
1,69,1,0.361359288,0,1
0,88,0,1,0,0
1,120,0,0.830224771,0,0
1,185,0,0.839637619,0,0
2,193,1,0.984295579,0,0
1,117,0,0.475018288,0,0
2,162,0,0.555139132,0,0
1,56,0,0.479041521,0,0
2,46,1,1,0,0
1,131,0,0.500432591,0,0
1,20,0,0.950849508,0,0
1,176,0,0.568218836,0,0
2,144,0,0.717059885,0,0
2,154,0,0.954062926,0,0
0,48,1,0.757198567,0,0
1,178,1,0.673669999,0,0
0,57,0,1,0,0
4,27,0,0.333218001,0,0
1,114,0,0.511184189,1,0
2,184,1,0.638077977,0,0
1,115,1,0.908855487,0,0
0,45,0,0.599274262,0,0
0,195,1,0.893543271,0,0
4,132,0,0.355514763,0,0
0,30,0,0.929656745,0,0
1,42,0,0.878713225,0,0
2,181,1,0.485050422,0,0
0,52,0,0.693101092,0,0
0,149,0,0.646118297,0,0
3,132,0,0.790032802,1,1
1,80,0,0.932234967,0,0
0,151,0,0.563392852,0,0
2,31,0,0.773894398,0,0
2,176,0,0.749126203,0,0
3,126,1,0.724995395,0,1
0,122,1,0.991068076,0,0
0,189,0,0.73210859,0,0
0,197,1,0.457000917,0,0
2,85,1,0.847567897,0,0
1,154,0,1,0,0
1,144,0,0.727999644,0,0
1,76,0,0.970410576,0,0
1,65,0,0.616133519,0,0
1,41,1,0.782854406,0,0
0,158,0,0.387455746,0,0
0,180,0,0.578035813,0,0
1,167,0,0.733732562,0,0
3,24,0,0.833945685,0,0
0,87,0,0.787326586,0,0
0,33,0,0.956064236,0,0
1,150,1,0.394203793,0,0
0,133,1,0.993949286,0,1
0,46,0,0.557261443,0,0
1,23,0,0.454277596,0,0
2,147,1,0.907399615,0,0
0,83,0,0.477509971,0,0
0,105,0,0.982718156,0,0
5,189,0,0.263579915,0,1
1,176,0,0.5488613,0,0
0,99,0,0.875415031,0,0
0,182,1,0.834465901,0,0
3,38,0,0.173165945,0,1
0,135,0,0.567249575,0,0
2,113,0,0.356847644,0,0
1,88,1,0.727701237,0,0
1,50,0,0.710233466,0,0
1,190,1,0.65046055,0,0
2,114,0,0.678657467,0,0
1,168,0,0.479694873,0,0
0,129,1,0.55319749,1,1
2,181,1,0.913338704,0,0
1,55,1,0.602062488,0,0
1,60,0,0.585699408,0,0
3,181,1,0.927959647,0,1
2,172,0,0.464220038,0,0
2,84,0,0.995930072,1,0
4,95,0,1,0,0
3,143,0,0.496894046,0,0
0,41,0,0.884131372,0,0
2,140,0,0.267598294,0,0
1,41,1,0.720347402,1,0
1,145,0,0.498286408,0,0
1,192,0,0.801060153,0,0
3,88,1,0.762971918,0,1
0,29,0,0.64466405,0,0
1,30,0,0.48139251,1,0
4,175,0,0.883459328,0,0
1,24,0,0.693738877,1,0
2,31,0,0.558517134,0,0
2,63,1,0.597341444,0,0
1,128,0,0.680883689,0,0
1,112,1,0.68014208,0,0
4,109,1,0.761980325,0,1
2,48,0,0.891167313,1,0
2,55,1,0.909499126,0,0
2,54,0,0.654715675,0,0
3,132,0,0.785006714,0,0
2,27,1,0.659872614,0,0
1,35,0,0.942695814,0,0
2,62,0,0.673519292,0,0
1,88,0,0.724193611,0,0
2,163,1,0.694842092,0,0
2,75,0,0.792212623,0,0
2,60,0,0.826296846,0,0
2,96,1,0.977011987,1,1
2,27,0,0.942286585,0,0
1,73,0,0.70864795,0,0
0,109,0,0.691388289,0,0
2,139,0,0.654998924,0,0
0,152,0,0.901638083,0,0
0,28,0,0.7490634,0,0
2,90,0,1,0,0
1,49,0,0.6872897,0,0
0,100,0,1,0,0
0,127,0,1,0,0
1,114,1,1,0,0
1,84,1,0.63408322,0,0
3,49,0,0.683137925,0,0
2,66,0,0.667581395,0,0
1,114,0,0.994715709,0,0
1,107,1,0.60996412,1,0
4,178,0,0.584333979,0,0
2,94,1,0.838761922,0,0
1,125,0,0.434448606,0,0
1,99,0,0.853634318,0,0
1,156,1,0.471756447,0,0
0,80,0,0.617663371,1,0
3,116,0,0.931084701,0,0
2,25,0,0.588848272,0,0
0,64,0,0.761308593,0,0
5,84,0,0.94173531,0,0
0,56,1,0.472244331,0,0
1,109,0,0.734621524,0,0
3,164,0,0.829369883,0,0
1,121,1,0.416025999,1,0
2,129,0,0.492459359,0,0
2,172,0,1,0,0
1,69,0,0.470786233,1,0
3,142,0,0.630085557,0,0
1,90,1,0.296832787,0,0
2,130,0,0.542836308,0,0
2,50,0,0.85523337,0,0
2,179,1,0.891713712,1,0
0,134,0,0.858755087,0,0
1,67,0,0.693030321,0,0
4,164,0,0.484987718,0,0
0,76,1,0.782700014,0,0
1,180,0,0.61168854,0,0
0,166,0,0.378359615,1,0
2,34,1,0.70577782,0,0
4,182,0,0.954012783,0,0
3,196,0,0.922066361,0,0
0,183,0,0.935502968,0,0
1,73,0,0.760557723,0,0
0,55,0,0.514074724,0,0
1,72,0,0.817422603,0,0
3,93,0,0.730219613,0,0
0,63,0,0.648578353,0,0
3,52,0,0.833353432,0,0
2,191,0,0.791366273,0,0
2,74,0,0.576050484,0,0
1,63,0,0.566737112,0,0
2,70,1,0.469450874,0,0
1,118,1,0.751328335,0,0
1,105,1,0.88143464,0,0
6,70,0,0.58172936,1,0
2,154,0,0.486785597,0,0
1,148,0,0.800679253,0,0
2,160,0,1,1,0
0,67,0,1,0,0
0,146,0,1,0,0
2,133,0,0.690126455,0,0
2,103,0,0.519855157,0,0
1,194,0,0.821538656,0,0
0,66,0,0.685875693,0,0
1,29,0,0.66016266,0,0
1,45,0,1,0,0
0,69,0,0.97708949,0,0
1,194,0,0.827375685,0,0
0,191,0,0.680708584,0,0
1,148,0,0.701513949,0,0
0,128,0,0.391182584,0,0
5,82,0,0.909205736,0,0
4,164,1,0.959455463,0,1
3,164,0,0.547102494,0,0
1,186,1,0.574396429,0,0
1,62,0,0.89503042,1,0
0,60,1,0.635120448,0,0
1,34,1,0.927124879,0,0
3,148,1,0.543612012,0,1
2,77,0,0.637631815,0,0
0,73,0,0.803720508,0,0
1,152,0,0.63526266,0,0
3,81,0,0.623698148,1,1
2,146,1,0.619200466,0,1
1,90,1,0.838997309,1,1
2,65,1,0.89258084,0,0
1,109,0,0.798550316,0,0
2,175,0,0.560488713,0,0
2,141,0,0.973576541,0,0
0,103,0,0.751068467,0,0
2,188,0,0.910106584,0,0
1,170,0,0.441981053,0,0
1,179,1,0.93350306,0,0
2,186,1,0.625537247,0,0
1,101,0,0.611515214,0,0
1,52,0,0.781046494,0,0
0,108,0,0.289890276,0,0
1,179,0,0.769986137,0,0
2,133,0,0.644654777,0,0
1,69,0,0.982817667,0,0
3,198,0,0.754250108,0,0
2,38,1,0.501357609,0,0
0,22,0,0.539767868,0,0
0,135,1,0.208114123,0,0
2,110,0,1,1,0
3,164,0,0.199152903,0,1
0,62,1,0.591870884,0,0
2,176,0,0.848254607,0,0
2,127,0,0.993505208,0,0
2,63,0,1,0,0
0,71,1,0.680078101,0,0
2,116,1,0.800458497,0,0
2,47,0,0.638904018,0,0
0,128,1,0.388802132,0,0
0,181,1,0.490920866,0,0
1,73,0,0.356683718,0,0
1,21,0,0.763215481,0,0
1,133,1,0.631551241,0,0
1,36,0,0.662500599,0,0
2,165,0,0.834437804,0,0
3,47,0,0.749490792,0,0
1,47,0,0.83246954,0,0
3,199,1,1,0,0
2,35,0,0.541169973,0,0
3,180,0,0.325307858,0,1
2,104,0,0.583935201,0,0
4,24,0,0.658662348,0,0
2,64,0,0.7871218,0,0
1,184,0,0.844819174,0,0
1,71,0,0.487079051,0,0
0,81,0,0.45748606,0,0
1,24,0,0.972900405,0,0
1,126,1,0.763733985,0,0
3,30,0,0.770662789,0,0
1,105,0,0.752866579,1,0
0,150,1,0.729578201,0,0
2,198,0,0.655082819,0,0
0,79,0,0.558196343,0,0
0,85,1,0.592103496,0,0
2,36,0,1,0,0
2,150,0,1,0,0
1,150,0,0.885427896,0,0
1,59,1,0.686559979,0,0
0,99,1,0.813050192,0,0
1,95,0,0.415142025,0,0
1,82,0,0.899297991,0,0
1,70,0,0.651941432,0,0
4,148,0,0.703070896,0,0
2,70,0,0.719600321,0,0
2,23,0,0.664186086,0,0
1,151,1,0.860740744,0,0
5,194,1,1,0,1
1,186,0,0.871395167,0,0
3,103,0,0.71318457,0,0
1,68,0,0.486794806,0,0
2,58,0,0.707910728,0,0
2,164,0,0.684552721,0,0
0,162,0,0.864895512,0,0
1,124,0,0.571087932,0,0
3,175,0,0.522385886,0,0
2,35,0,0.759678966,0,0
2,153,0,0.884075144,1,0
2,111,0,0.730583954,0,0
0,179,1,0.893269294,0,0
4,44,0,0.444817551,0,0
0,58,0,0.794703993,0,0
2,164,0,0.443623973,1,0
1,65,1,1,0,0
0,135,0,0.96815338,0,0
0,72,0,0.77699979,0,0
2,133,0,0.379215491,0,0
2,70,1,0.424984217,0,0
0,165,1,1,0,0
0,39,0,0.46847657,1,0
2,106,0,0.800027835,0,0
2,152,1,1,1,1
1,81,0,0.721185594,0,0
2,122,1,0.461002748,0,0
1,31,1,0.344937378,0,0
3,100,0,0.776567505,0,0
1,177,1,0.479207737,0,0
1,163,1,0.700457398,0,0
6,21,0,0.486931954,0,0
1,144,0,0.579711467,0,0
1,136,0,0.586118759,0,0
2,150,0,0.64775352,1,0
0,27,0,0.55192028,0,0
1,56,0,0.756956287,0,0
0,74,0,0.899463782,0,0
0,68,0,0.62795562,0,0
1,78,1,0.752171081,0,0
3,79,0,0.512952761,1,1
2,108,0,0.38650389,0,0
0,97,1,0.780337013,0,0
2,138,0,0.875926746,0,0
1,193,1,0.317276748,0,1
3,119,0,0.681735415,1,0
2,82,1,0.786447218,0,0
1,146,1,0.757869052,0,0
0,179,1,0.581981246,1,0
3,85,0,0.709515593,0,0
3,104,0,0.885276798,0,0
2,23,0,0.528033251,0,0
2,176,1,1,0,0
0,196,0,0.422416084,0,0
0,112,0,0.879555201,0,0
1,42,0,0.710799176,0,0
1,150,0,0.597045259,0,0
1,73,1,0.331636884,0,0
1,168,0,0.938038692,0,0
2,99,0,0.513182688,0,0
1,63,0,0.694003969,0,0
2,167,0,0.794206322,0,0
0,199,0,1,0,0
2,164,0,0.628864799,0,0
1,31,1,0.710210626,0,0
1,152,0,0.782813669,0,0
3,99,0,0.723283772,0,0
1,145,0,0.547746303,0,0
2,111,0,0.99706271,0,0
0,91,0,0.60781281,0,0
1,65,0,0.793625164,0,0
1,91,0,0.656621958,0,0
1,112,0,0.578830729,0,0
2,140,0,0.909648566,0,0
1,37,0,0.752589238,0,0
2,63,0,0.263128929,0,0
2,62,0,0.759550016,0,0
2,98,0,0.574582113,1,0
1,96,1,0.382232696,0,1
1,169,0,0.891308577,0,0
0,79,0,0.547288969,0,0
1,82,0,0.752472507,0,0
0,43,0,0.883964108,0,0
1,48,0,0.651506728,0,0
2,148,0,0.750241492,0,0
1,143,1,0.563840111,0,0
0,20,1,0.920784638,0,0
1,92,1,0.663650762,0,0
2,40,0,0.807495045,0,0
2,175,1,1,1,0
0,165,1,0.329702216,0,1
2,116,1,0.562962953,0,0
2,71,0,0.665444017,0,0
1,85,0,0.725522912,0,0
0,134,0,0.823077387,1,0
1,107,0,0.944162271,0,0
2,81,0,0.550918005,0,0
2,38,1,0.65965817,0,0
3,21,1,0.924356583,0,1
2,74,1,0.76760353,0,0
1,98,1,0.359876686,0,0
0,30,0,0.34333157,0,0
2,163,0,0.602196455,0,0
0,104,0,0.810400917,0,0
2,46,0,0.806667089,1,0
4,41,1,0.521368258,0,1
2,22,1,0.832716674,0,1
0,22,0,0.750386264,0,0
2,168,1,0.483733939,0,0
1,62,0,0.579713063,0,0
1,108,0,0.311078274,0,0
2,56,1,0.461812404,0,0
3,113,0,0.323249211,0,0
0,58,0,0.390649297,0,0
4,167,0,1,0,0
1,84,0,0.619985813,0,0
0,182,0,0.34521123,0,0
0,62,0,0.783747288,0,0
2,40,1,0.757979143,0,0
0,29,1,0.738582451,1,0
4,64,0,0.525357375,0,0
1,112,1,0.824545811,0,0
0,22,0,0.480439248,0,0
3,62,1,0.858729445,0,1
1,199,0,0.876921343,0,0
1,60,1,0.687151627,0,0
1,140,0,0.407136327,0,0
1,126,0,0.86049914,0,0
2,188,1,0.583287439,0,0
0,28,0,0.754871874,0,0
2,193,1,0.83815441,0,0
4,163,0,0.538068356,0,0
0,143,0,1,1,0
2,132,0,0.691224522,0,0
1,140,1,0.565851706,1,0
2,66,1,0.899886371,0,0
1,175,0,1,0,0
2,47,1,0.286650933,0,1
2,94,0,0.423772394,0,0
0,113,1,0.544879373,0,0
3,158,0,1,0,0
0,48,0,0.604176414,0,0
3,76,0,1,0,0
2,93,1,0.744022127,1,0
1,138,0,0.409939431,0,0
5,78,0,0.87612485,0,0
0,54,0,0.763389846,0,0
1,199,0,0.527547097,1,0
1,55,0,0.567848559,0,0
0,96,0,0.490079395,0,0
1,77,1,0.575052381,0,0
1,21,0,0.83169104,1,0
1,47,1,0.519260899,0,0
2,89,0,0.716877425,0,0
2,82,0,0.762770356,0,0
1,199,0,0.689092034,1,0
1,79,0,0.376867015,0,0
2,109,0,0.849775162,0,0
0,183,0,0.466916509,0,0
0,123,0,0.584988141,0,0
2,135,0,0.607971025,0,0
1,62,0,0.69362982,0,0
1,186,0,0.719246259,0,0
1,152,1,0.837170887,0,0
0,197,0,0.637640871,0,0
0,35,1,0.456644191,0,0
2,71,0,0.917414026,0,0
0,90,0,0.619794245,0,0
0,22,0,0.6630121,0,0
1,108,1,0.499839913,0,0
3,157,0,0.52687332,0,0
0,70,0,0.988487529,0,0
3,179,0,0.424983705,0,0
3,152,1,0.454550517,0,1
2,137,0,0.607546951,0,0
1,190,0,0.763629862,0,0
1,159,0,0.506513259,0,0
2,178,0,0.384370584,0,0
1,169,0,0.455895308,0,0
3,78,1,0.616831986,0,1
1,71,0,0.499873053,1,0
1,66,0,1,0,0
1,124,0,1,0,0
3,68,0,0.933118227,0,0
2,75,0,0.775286162,0,0
0,50,0,0.775673581,0,0
3,89,0,0.964417109,0,0
2,95,0,0.726151233,0,0
2,190,1,0.535302201,0,0
3,100,1,1,0,1
2,93,0,0.81504557,0,0
1,128,0,0.990609775,0,0
3,24,0,1,0,0
3,23,0,0.345552467,0,0
1,162,1,0.527205505,0,0
3,149,0,0.659334858,1,1
2,196,1,0.80018802,0,0
2,75,0,0.883307714,0,0
2,155,1,0.687364737,0,0
2,35,0,0.958559892,0,0
4,43,0,0.821882446,0,0
1,74,0,0.819421129,0,0
1,88,0,0.644642671,0,0
1,79,1,0.763154631,0,1
2,178,1,0.761781123,0,0
0,39,1,0.892559019,0,0
1,73,0,0.436549533,0,0
0,156,1,0.840429425,0,0
4,181,1,0.370722175,0,1
2,99,0,0.529336802,0,0
4,163,0,0.82153688,0,0
2,89,0,0.532369609,0,0
1,153,0,0.70545565,0,0
1,54,1,0.515747391,0,0
3,124,0,0.819855784,0,0
3,150,0,0.709477263,0,0
1,40,0,0.695051324,1,0
0,154,0,0.919943018,0,0
2,97,0,0.783367315,0,0
3,177,0,0.79874663,0,0
2,41,0,0.921776457,0,0
0,161,0,0.942351168,0,0
0,108,0,0.509970477,0,0
2,86,1,0.84739159,0,0
0,152,1,0.786682702,0,0
1,134,0,0.962392935,0,0
1,78,1,0.442631238,0,0
0,156,0,0.561875376,0,0
1,195,0,0.660579689,0,0
1,121,1,0.980542039,0,0
2,56,0,0.64261929,0,0
2,87,1,0.691702772,0,0
0,167,0,0.563193145,0,0
3,104,0,0.856819148,0,0
0,197,0,0.835274976,0,0
1,43,0,0.591246822,0,0
2,143,0,0.491024065,0,0
3,145,0,0.85443077,0,0
0,68,0,0.801756961,0,0
1,155,0,0.567263155,0,0
1,94,1,0.838849062,0,0
1,129,0,0.82787314,0,0
1,25,0,0.945996362,0,0
1,59,0,0.869370734,0,0
1,100,0,0.632220538,1,0
3,128,1,0.547628023,0,1
0,164,0,1,1,0
2,70,0,0.597227498,0,0
1,21,0,0.333108313,1,1
1,177,0,0.458388608,0,0
3,179,1,0.294531355,0,1
2,69,0,0.94425788,0,0
0,163,0,1,0,0
0,102,0,0.749971486,1,0
0,64,0,0.379261204,0,0
1,199,1,0.940341481,0,0
1,194,1,0.793151885,1,0
3,52,1,0.946199212,0,1
1,147,0,0.81799966,0,0
1,117,0,0.423047895,0,0
2,171,0,0.832292544,0,0
2,54,0,0.388999932,0,0
1,104,1,0.545646657,0,0
3,107,0,0.906620415,1,0
0,120,0,0.896779762,0,0
2,79,0,0.511226946,0,0
3,48,1,0.472057872,0,1
3,37,1,0.705282087,0,1
2,67,0,1,0,0
2,30,0,0.812171504,0,0
3,150,1,1,0,1
1,189,0,0.667088574,1,0
0,165,0,0.876656729,1,0
1,35,0,0.636809139,0,0
1,60,1,0.539976373,0,0
1,62,0,0.509691585,0,0
3,190,0,0.770704852,0,0
0,110,1,0.958956934,0,0
2,50,0,0.634673011,0,0
1,47,0,0.984269968,0,0
2,70,0,1,0,0
0,46,1,0.8735366,0,0
0,28,0,0.765363362,0,0
2,140,0,0.56591413,1,0
0,143,0,0.960565979,0,0
2,185,0,0.471824507,0,0
1,183,0,0.821453917,0,0
2,79,0,0.442183086,0,0
2,76,0,0.488519936,0,0
1,194,1,0.687726254,0,0
2,133,0,0.840797009,0,0
0,87,0,0.900962269,0,0
0,70,0,0.700806422,0,0
1,77,0,0.616492767,0,0
2,67,1,0.541982437,0,0
1,78,0,0.840003708,1,0
0,95,0,0.832286701,0,0
1,66,0,0.73550256,0,0
1,162,0,0.760332773,0,0
1,130,0,1,0,0
0,131,0,0.903329309,0,0
0,91,1,0.416944439,0,0
1,140,0,0.877513967,0,0
1,114,1,0.976254877,0,0
0,21,0,0.536079267,0,0
1,98,0,0.889662036,0,0
0,59,1,1,1,1
1,190,1,0.796476135,1,1
2,67,0,0.652859526,1,0
1,76,0,0.679842953,0,0
2,31,1,0.726235361,0,0
4,87,1,0.384564134,0,1
1,198,1,0.375313591,0,0
1,93,0,0.754092103,0,0
2,48,0,0.690248452,0,0
2,111,0,0.832607201,0,0
1,48,0,0.64350337,0,0
1,102,0,0.71651411,0,0
2,134,0,0.890118244,0,0
2,126,0,0.244809791,0,0
2,160,1,0.516725951,0,0
0,117,0,0.595295252,0,0
1,65,0,0.6682745,0,0
2,39,0,0.416552938,0,0
3,78,0,0.518284006,0,0
1,139,0,0.83985048,0,0
2,55,0,0.792991143,0,0
0,20,1,0.141478301,0,1
1,109,0,0.654956592,0,0
3,150,0,0.671548577,0,0
0,63,1,0.517380019,0,0
2,79,0,0.671595676,0,0
1,150,0,0.778525484,0,0
3,104,0,0.843006987,0,0
0,101,0,0.720246301,0,0
2,178,0,0.829370334,0,0
